;VARIANZAS;RANGOS;SMAS;PROMEDIOS;SILIBANCIAS;ESTERTORES
5968;0.000150503;0.11225;0.031318;4.38E-07;1;0
5969;;;;;;
5970;0.000237857;0.12318;0.033232;7.06E-07;1;0
5971;0.000306324;0.18386;0.043658;9.10E-07;1;0
5972;0.000275136;0.14743;0.038035;8.14E-07;1;0
5973;0.000259841;0.14874;0.045642;7.66E-07;1;0
5974;0.000266268;0.12897;0.030509;7.84E-07;1;0
5975;0.000207154;0.15734;0.03299;6.11E-07;1;0
5976;0.00021221;0.14481;0.038547;6.28E-07;1;0
5977;0.000227975;0.15624;0.034263;6.68E-07;1;0
5978;;;;;;
5979;0.005340534;0.593;0.149291;1.56E-05;0;0
5980;0.005128602;0.72271;0.16845;1.51E-05;0;0
5981;0.004513395;0.67732;0.149979;1.35E-05;0;0
5982;0.005160743;0.69966;0.191082;1.51E-05;0;0
5983;0.004442298;0.6512;0.1768;1.33E-05;0;0
5984;0.00349576;0.56248;0.13587;1.02E-05;0;0
5985;0.00469143;0.72563;0.172525;1.40E-05;0;0
5986;0.004729168;0.58042;0.165568;1.41E-05;0;0
5987;;;;;;
5988;0.000821632;0.25609;0.049373;2.45E-06;0;0
5989;0.000781628;0.24563;0.063378;2.34E-06;1;0
5990;0.000652957;0.24169;0.050382;1.98E-06;1;0
5991;0.000672845;0.26349;0.044702;2.02E-06;1;0
5992;0.000467553;0.21053;0.043785;1.39E-06;0;0
5993;0.000470896;0.21015;0.045446;1.41E-06;0;0
5994;0.000544107;0.24866;0.046361;1.58E-06;1;0
5995;0.000583088;0.24696;0.04701;1.72E-06;1;0
5996;;;;;;
5997;1.21E-06;0.00923;0.002183;2.73E-09;0;0
5998;7.80E-07;0.00775;0.000584;2.25E-09;0;0
5999;6.56E-07;0.00775;0.001185;1.69E-09;0;0
6000;1.12E-06;0.0091;0.002949;2.36E-09;0;0
6001;5.60E-07;0.0065;0.002439;1.63E-09;0;0
6002;4.06E-07;0.00677;0.002363;1.16E-09;0;0
6003;4.75E-07;0.00678;0.002168;1.30E-09;0;0
6004;4.31E-07;0.00574;0.001407;1.19E-09;0;0
6005;1.12E-06;0.00719;0.00165;3.39E-09;0;0
6006;;;;;;
6007;1.62E-06;0.01014;0.00325;4.61E-09;0;0
6008;1.82E-06;0.0124;0.003558;5.35E-09;0;0
6009;1.09E-06;0.01178;0.003313;3.22E-09;0;0
6010;8.04E-07;0.00883;0.002321;2.40E-09;0;0
6011;1.31E-06;0.01051;0.003081;3.87E-09;0;0
6012;9.25E-07;0.01159;0.003164;2.79E-09;0;0
6013;8.81E-07;0.00854;0.002263;2.61E-09;0;0
6014;9.88E-07;0.00822;0.00211;2.95E-09;0;0
6015;1.11E-06;0.00896;0.002729;3.26E-09;0;0
6016;;;;;;
6017;4.51E-06;0.02108;0.004814;1.36E-08;0;1
6018;7.20E-06;0.02704;0.007922;2.14E-08;0;0
6019;5.50E-06;0.02599;0.006616;1.64E-08;0;1
6020;5.16E-06;0.02276;0.005356;1.57E-08;0;0
6021;4.63E-06;0.02074;0.005641;1.35E-08;0;0
6022;2.91E-06;0.0192;0.003531;8.74E-09;0;1
6023;4.19E-06;0.02262;0.005321;1.21E-08;0;0
6024;3.48E-06;0.02389;0.005415;1.05E-08;0;1
6025;3.09E-06;0.02379;0.004812;9.17E-09;0;1
6026;4.92E-06;0.02377;0.007346;1.49E-08;0;0
6027;4.07E-06;0.02209;0.006119;1.19E-08;0;0
6028;6.03E-06;0.02419;0.007155;1.76E-08;0;0
6029;;;;;;
6030;9.22E-06;0.033;0.005604;2.69E-08;0;1
6031;1.05E-05;0.0358;0.008708;3.11E-08;0;0
6032;7.27E-06;0.02817;0.008757;2.14E-08;0;1
6033;6.34E-06;0.02896;0.007356;1.87E-08;0;0
6034;6.81E-06;0.02564;0.008381;2.04E-08;0;0
6035;7.26E-06;0.03207;0.007661;2.20E-08;0;0
6036;6.41E-06;0.0262;0.008026;1.82E-08;0;0
6037;5.28E-06;0.02262;0.005655;1.51E-08;0;0
6038;5.45E-06;0.03284;0.006058;1.57E-08;0;0
6039;8.74E-06;0.02894;0.006448;2.60E-08;0;0
6040;7.41E-06;0.03251;0.006207;2.16E-08;0;0
6041;6.59E-06;0.0268;0.007064;1.96E-08;0;0
6042;8.75E-06;0.0287;0.007102;2.65E-08;0;0
6043;6.78E-06;0.02411;0.005296;1.92E-08;0;0
6044;6.28E-06;0.02369;0.007141;1.83E-08;0;0
6045;7.00E-06;0.03156;0.008052;2.07E-08;0;0
6046;1.09E-05;0.03032;0.007549;3.25E-08;0;0
6047;;;;;;
6048;1.35E-05;0.03622;0.008148;3.94E-08;0;1
6049;7.75E-06;0.02881;0.007142;2.30E-08;0;0
6050;7.38E-06;0.0271;0.006797;2.15E-08;1;0
6051;1.01E-05;0.03466;0.009064;2.91E-08;1;1
6052;6.52E-06;0.02685;0.005911;1.86E-08;1;1
6053;1.12E-05;0.03384;0.007929;3.34E-08;0;1
6054;9.27E-06;0.0295;0.007565;2.77E-08;1;1
6055;7.57E-06;0.03358;0.008341;2.30E-08;1;0
6056;1.14E-05;0.02874;0.007577;3.35E-08;0;0
6057;1.10E-05;0.03385;0.007998;3.30E-08;0;0
6058;1.20E-05;0.02896;0.008106;3.53E-08;1;0
6059;;;;;;
6060;1.17E-05;0.02833;0.008032;3.51E-08;1;1
6061;1.23E-05;0.03343;0.010278;3.74E-08;0;1
6062;9.33E-06;0.02949;0.009072;2.85E-08;0;1
6063;8.94E-06;0.02827;0.008729;2.68E-08;1;1
6064;7.65E-06;0.02776;0.00608;2.20E-08;0;1
6065;8.03E-06;0.02996;0.009188;2.41E-08;0;1
6066;6.47E-06;0.03353;0.009044;1.93E-08;0;1
6067;1.14E-05;0.03776;0.011767;3.32E-08;1;0
6068;1.19E-05;0.03392;0.008575;3.31E-08;1;0
6069;;;;;;
6070;7.83E-06;0.02476;0.00737;2.40E-08;0;1
6071;8.36E-06;0.03005;0.008018;2.45E-08;0;1
6072;7.15E-06;0.02495;0.007547;2.14E-08;0;0
6073;7.15E-06;0.02622;0.007118;2.15E-08;0;1
6074;8.40E-06;0.025;0.007571;2.50E-08;0;1
6075;8.07E-06;0.03059;0.007813;2.43E-08;0;1
6076;5.44E-06;0.02603;0.007147;1.57E-08;0;1
6077;4.51E-06;0.02461;0.004907;1.31E-08;0;1
6078;9.17E-06;0.02835;0.006127;2.72E-08;0;0
6079;;;;;;
6080;9.55E-06;0.02507;0.005882;2.86E-08;0;0
6081;7.41E-06;0.0301;0.005766;2.16E-08;0;0
6082;8.31E-06;0.02913;0.006454;2.47E-08;0;0
6083;7.49E-06;0.02581;0.005952;2.21E-08;0;0
6084;4.35E-06;0.02131;0.005365;1.26E-08;0;0
6085;7.11E-06;0.02522;0.006498;2.04E-08;0;0
6086;6.12E-06;0.0316;0.006327;1.84E-08;0;1
6087;6.22E-06;0.02092;0.005732;1.83E-08;0;0
6088;5.94E-06;0.02352;0.006728;1.74E-08;0;0
6089;5.80E-06;0.02577;0.005728;1.75E-08;0;0
6090;4.68E-06;0.02131;0.007369;1.42E-08;0;0
6091;3.18E-06;0.02199;0.005151;9.28E-09;0;0
6092;2.00E-06;0.01425;0.004005;5.92E-09;0;0
6093;2.58E-06;0.02459;0.005817;7.46E-09;0;0
6094;4.64E-06;0.02728;0.005524;1.37E-08;0;0
6095;8.95E-06;0.02728;0.007597;2.63E-08;0;0
6096;9.04E-06;0.02943;0.006991;2.65E-08;0;1
6097;;;;;;
6098;3.10E-06;0.01353;0.004901;8.70E-09;0;0
6099;3.89E-06;0.0228;0.007662;1.12E-08;0;0
6100;3.23E-06;0.01821;0.003931;9.50E-09;0;0
6101;3.24E-06;0.01571;0.003788;9.70E-09;0;0
6102;2.90E-06;0.01585;0.00389;8.51E-09;0;0
6103;3.77E-06;0.02129;0.005495;1.12E-08;0;0
6104;;;;;;
6105;1.24E-06;0.01143;0.002216;3.18E-09;0;0
6106;1.03E-06;0.01231;0.003232;2.91E-09;0;0
6107;1.02E-06;0.01281;0.003066;2.80E-09;0;0
6108;;;;;;
6109;9.12E-07;0.00999;0.00243;2.61E-09;0;0
6110;1.17E-06;0.01231;0.002954;3.32E-09;1;0
6111;1.28E-06;0.0116;0.003115;3.67E-09;0;0
6112;1.17E-06;0.01198;0.00273;3.34E-09;0;0
6113;1.55E-06;0.01227;0.002878;4.51E-09;0;1
6114;;;;;;
6115;0.000481259;0.19993;0.048547;1.42E-06;0;1
6116;0.000426511;0.17483;0.048908;1.25E-06;0;1
6117;0.000317605;0.16704;0.045041;9.36E-07;0;1
6118;0.000363612;0.16758;0.045735;1.06E-06;0;1
6119;0.000365897;0.16463;0.039318;1.08E-06;0;1
6120;0.000348793;0.17047;0.049809;1.02E-06;0;1
6121;0.000553286;0.17485;0.045331;1.64E-06;0;0
6122;;;;;;
6123;0.002012326;0.36853;0.084627;6.11E-06;0;1
6124;0.001306382;0.39592;0.083927;3.91E-06;0;1
6125;0.001203645;0.35258;0.081982;3.57E-06;0;1
6126;0.001146049;0.36515;0.075678;3.36E-06;0;1
6127;0.000971825;0.29182;0.07145;2.90E-06;0;1
6128;0.000950441;0.33189;0.073583;2.84E-06;0;1
6129;0.000495432;0.15693;0.041119;1.46E-06;0;0
6130;;;;;;
6131;0.000927227;0.28454;0.065809;2.73E-06;0;0
6132;0.000838981;0.29852;0.080436;2.52E-06;0;1
6133;0.000623537;0.28009;0.076529;1.81E-06;0;1
6134;0.000736751;0.26986;0.068772;2.15E-06;0;1
6135;0.000577304;0.27221;0.074818;1.70E-06;0;1
6136;0.000503861;0.24547;0.073771;1.47E-06;0;1
6137;0.000470355;0.16019;0.030372;1.38E-06;0;0
6138;;;;;;
6139;0.0022679;0.40189;0.087098;6.87E-06;0;1
6140;0.001647369;0.35518;0.090782;4.90E-06;0;1
6141;0.001446341;0.33781;0.078532;4.27E-06;0;1
6142;0.00150152;0.37653;0.081277;4.41E-06;0;1
6143;0.001380237;0.3219;0.105908;4.08E-06;0;1
6144;0.00137174;0.40627;0.082079;4.07E-06;0;1
6145;0.000952756;0.24992;0.071278;2.86E-06;0;0
6146;;;;;;
6147;0.003651783;0.54003;0.143351;1.06E-05;0;1
6148;0.004795299;0.61459;0.164533;1.42E-05;0;1
6149;0.003808403;0.72718;0.163826;1.13E-05;0;1
6150;0.005031717;0.7753;0.2152;1.48E-05;0;1
6151;0.005022519;0.73576;0.16686;1.48E-05;0;1
6152;0.004702137;0.64673;0.163319;1.38E-05;0;1
6153;0.006706551;0.70999;0.153781;1.91E-05;0;0
6154;;;;;;
6155;0.013589525;0.95795;0.139566;4.09E-05;0;1
6156;0.01032597;0.86905;0.183537;3.08E-05;0;1
6157;0.008195203;0.93034;0.163232;2.42E-05;0;1
6158;0.008289928;1.02208;0.160171;2.43E-05;0;1
6159;0.006767374;0.81833;0.161733;2.02E-05;0;1
6160;0.008084385;0.94234;0.158999;2.39E-05;0;1
6161;0.00369495;0.44013;0.087408;1.08E-05;0;0
6162;;;;;;
6163;0.006652619;0.86386;0.146593;1.98E-05;0;1
6164;0.006209178;0.76232;0.16129;1.85E-05;0;1
6165;0.005105088;0.85059;0.19127;1.48E-05;0;1
6166;0.006033527;0.93914;0.170434;1.78E-05;0;1
6167;0.005633893;0.79894;0.171272;1.68E-05;0;1
6168;0.005524069;0.83687;0.206153;1.64E-05;0;1
6169;0.005191436;0.71869;0.157183;1.51E-05;0;0
6170;;;;;;
6171;0.01759031;1.06011;0.244397;5.21E-05;0;0
6172;0.014134889;1.23148;0.246411;4.16E-05;0;0
6173;0.011036077;1.0961;0.217691;3.21E-05;0;0
6174;0.014695829;1.19137;0.257116;4.40E-05;0;0
6175;0.007406102;0.86355;0.160476;2.18E-05;0;0
6176;0.006691051;1.07821;0.235566;1.93E-05;0;0
6177;0.006415239;0.78238;0.143542;1.83E-05;0;0
6178;;;;;;
6179;0.005705788;0.70597;0.155928;1.65E-05;1;0
6180;0.00559918;1.02202;0.22921;1.65E-05;1;0
6181;0.007742203;0.89172;0.236795;2.29E-05;1;0
6182;0.006656037;0.80389;0.191051;1.97E-05;1;0
6183;0.007355851;0.98006;0.230886;2.15E-05;1;0
6184;0.007934428;0.93566;0.263163;2.31E-05;1;0
6185;;;;;;
6186;0.010787303;1.25486;0.205749;2.96E-05;0;0
6187;0.012889686;1.07108;0.216689;3.62E-05;1;0
6188;0.011975923;1.02705;0.249664;3.43E-05;0;0
6189;0.01434939;1.38945;0.324227;4.29E-05;0;0
6190;0.012560528;1.11616;0.320195;3.59E-05;0;0
6191;0.015228705;1.32887;0.299162;4.39E-05;0;0
6192;0.013429577;1.33964;0.289225;3.92E-05;0;0
6193;;;;;;
6194;0.020801662;1.18678;0.255557;5.98E-05;1;0
6195;0.016452687;1.32895;0.247216;4.87E-05;1;0
6196;0.015511261;1.31634;0.313275;4.60E-05;1;0
6197;0.013186515;1.3042;0.333553;3.88E-05;1;0
6198;0.016942445;1.44985;0.290188;5.20E-05;1;0
6199;0.01411294;1.26277;0.262329;4.11E-05;1;0
6200;0.01447477;1.26747;0.318982;4.21E-05;1;0
6201;;;;;;
6202;0.014726678;1.28157;0.413591;4.33E-05;1;0
6203;0.011531568;0.98782;0.338476;3.40E-05;1;0
6204;0.013327612;0.99276;0.304851;3.81E-05;1;0
6205;0.009410388;0.74272;0.187574;2.74E-05;1;0
6206;0.010897552;1.25493;0.299854;3.26E-05;1;0
6207;0.010687528;1.29377;0.344084;3.21E-05;0;0
6208;0.009907668;0.89952;0.243939;2.86E-05;1;0
6209;;;;;;
6210;0.006458786;0.73055;0.253012;1.91E-05;1;0
6211;0.005946738;0.88991;0.227287;1.75E-05;1;0
6212;0.007371679;0.84342;0.205098;2.14E-05;1;0
6213;0.0079004;0.87604;0.223904;2.36E-05;0;0
6214;0.005819597;0.79037;0.194268;1.65E-05;1;0
6215;0.009801167;1.0828;0.318012;2.89E-05;1;0
6216;0.007276579;0.84419;0.223136;2.13E-05;0;0
6217;;;;;;
6218;0.001198478;0.32575;0.059801;3.64E-06;0;0
6219;0.001900351;0.46971;0.108587;5.61E-06;1;0
6220;0.002100817;0.49544;0.095398;6.23E-06;1;0
6221;0.002262502;0.44082;0.090254;6.69E-06;1;0
6222;0.001853343;0.42894;0.109416;5.49E-06;0;0
6223;0.001253886;0.35857;0.080803;3.76E-06;0;0
6224;0.001562198;0.42616;0.109677;4.55E-06;0;0
6225;0.001274783;0.36087;0.085491;3.75E-06;0;0
6226;;;;;;
6227;7.92E-06;0.02662;0.006297;1.84E-08;0;0
6228;6.84E-06;0.02719;0.003303;1.99E-08;1;0
6229;7.63E-06;0.02262;0.00512;2.11E-08;1;0
6230;8.84E-06;0.02569;0.008921;2.23E-08;1;0
6231;8.36E-06;0.02696;0.008869;2.48E-08;1;0
6232;6.65E-06;0.02301;0.008859;1.98E-08;0;0
6233;6.18E-06;0.02255;0.008387;1.79E-08;0;0
6234;6.49E-06;0.02677;0.008181;1.90E-08;0;0
6235;4.11E-06;0.02095;0.004857;1.23E-08;0;0
6236;;;;;;
6237;1.39E-06;0.01185;0.004044;4.12E-09;1;0
6238;1.32E-06;0.01004;0.003043;3.85E-09;1;0
6239;1.48E-06;0.01184;0.003217;4.42E-09;1;0
6240;1.13E-06;0.01143;0.002775;3.35E-09;1;0
6241;1.26E-06;0.01072;0.002858;3.77E-09;1;0
6242;1.15E-06;0.01338;0.003684;3.44E-09;1;0
6243;1.31E-06;0.01168;0.003617;3.75E-09;1;0
6244;1.56E-06;0.01051;0.002919;4.74E-09;1;0
6245;1.05E-06;0.00977;0.003132;3.10E-09;0;0
6246;;;;;;
6247;0.000524854;0.25258;0.066002;1.55E-06;0;0
6248;0.000489396;0.24167;0.071624;1.45E-06;0;0
6249;0.000483849;0.23899;0.051062;1.41E-06;0;0
6250;0.000406281;0.24351;0.064976;1.20E-06;0;0
6251;0.000391727;0.23045;0.050404;1.14E-06;0;0
6252;;;;;;
6253;0.021820133;1.59503;0.36427;6.54E-05;0;0
6254;0.025431027;1.57078;0.323425;7.55E-05;0;0
6255;0.025846886;1.65891;0.362649;7.52E-05;0;0
6256;0.022881578;1.4632;0.332423;6.71E-05;0;0
6257;0.023656097;1.4725;0.384297;6.81E-05;0;0
6258;;;;;;
6259;0.001076877;0.2793;0.077327;3.14E-06;0;0
6260;0.002259464;0.50476;0.125278;6.68E-06;0;0
6261;0.001951524;0.39628;0.105387;5.73E-06;0;0
6262;0.001870044;0.42061;0.108618;5.43E-06;0;0
6263;0.001658171;0.41766;0.125328;4.79E-06;0;0
6264;;;;;;
6265;0.000869492;0.23222;0.068817;2.52E-06;0;0
6266;0.000486039;0.25499;0.061316;1.43E-06;0;0
6267;0.000484645;0.28572;0.04683;1.43E-06;0;0
6268;0.000540999;0.29092;0.070356;1.59E-06;0;0
6269;0.000398244;0.2316;0.072918;1.18E-06;0;0
6270;;;;;;
6271;0.00058913;0.27037;0.057467;1.77E-06;0;0
6272;0.000845214;0.25685;0.059277;2.46E-06;0;0
6273;0.000870289;0.31452;0.073849;2.53E-06;0;0
6274;0.000704737;0.27944;0.056413;2.09E-06;1;0
6275;0.000683662;0.27518;0.054115;2.05E-06;0;0
6276;;;;;;
6277;0.000190836;0.1125;0.024523;5.50E-07;1;0
6278;0.000125491;0.10269;0.021283;3.68E-07;1;0
6279;8.06E-05;0.09382;0.025508;2.38E-07;1;0
6280;3.99E-05;0.07733;0.023557;1.19E-07;1;0
6281;3.33E-05;0.07768;0.022647;9.72E-08;0;0
6282;;;;;;
6283;0.000598199;0.24095;0.060923;1.77E-06;0;0
6284;0.00058111;0.30464;0.070094;1.69E-06;0;0
6285;0.000509775;0.28941;0.065932;1.48E-06;0;0
6286;;;;;;
6287;0.000812594;0.28246;0.069472;2.36E-06;0;0
6288;0.000685962;0.26365;0.071542;1.99E-06;0;0
6289;0.000632862;0.25666;0.071465;1.85E-06;0;0
6290;;;;;;
6291;0.001412546;0.43946;0.096171;4.13E-06;0;0
6292;0.001435876;0.39174;0.127078;4.23E-06;0;0
6293;0.001216814;0.35123;0.09482;3.61E-06;0;0
6294;;;;;;
6295;0.008865395;0.94058;0.229105;2.62E-05;1;0
6296;0.007866844;1.03396;0.226269;2.33E-05;0;0
6297;0.006142272;0.90132;0.204583;1.80E-05;0;0
6298;;;;;;
6299;0.000723315;0.26198;0.052012;2.14E-06;0;0
6300;0.000698284;0.28458;0.05249;2.05E-06;0;0
6301;0.000556851;0.25077;0.0439;1.66E-06;0;0
6302;;;;;;
6303;0.000550105;0.24828;0.054328;1.59E-06;1;0
6304;0.000449531;0.22972;0.054822;1.31E-06;0;0
6305;0.000517624;0.25436;0.069988;1.50E-06;1;0
6306;;;;;;
6307;0.000289434;0.16844;0.037475;8.26E-07;0;0
6308;0.000249776;0.17221;0.030058;7.33E-07;0;0
6309;0.000240627;0.14877;0.037545;7.03E-07;0;0
6310;0.000280249;0.16648;0.034996;8.18E-07;0;0
6311;0.000207524;0.13796;0.027222;6.09E-07;0;0
6312;;;;;;
6313;0.004564411;0.85965;0.187737;1.32E-05;0;0
6314;0.004810557;0.861;0.183262;1.42E-05;0;0
6315;0.006436729;0.79194;0.20739;1.89E-05;0;0
6316;0.006339385;0.90685;0.202858;1.87E-05;0;0
6317;0.006595311;0.68731;0.180182;2.01E-05;0;0
6318;;;;;;
6319;0.001520727;0.40564;0.113364;4.42E-06;0;0
6320;0.001921431;0.55609;0.115025;5.57E-06;0;0
6321;0.001827251;0.45456;0.12307;5.33E-06;0;0
6322;0.001927589;0.45551;0.109137;5.70E-06;0;0
6323;0.00225438;0.44593;0.102398;6.75E-06;0;0
6324;;;;;;
6325;0.004802614;0.70786;0.159428;1.40E-05;0;0
6326;0.003471945;0.63277;0.176919;1.00E-05;0;0
6327;0.003146897;0.58622;0.150215;9.11E-06;0;0
6328;0.003471744;0.64307;0.159857;1.02E-05;1;0
6329;0.003384166;0.48875;0.105082;9.78E-06;0;0
6330;;;;;;
6331;0.000399323;0.18549;0.042993;1.15E-06;1;0
6332;0.000632314;0.25078;0.055841;1.84E-06;0;0
6333;0.000623037;0.24297;0.045555;1.84E-06;0;0
6334;0.000570728;0.23729;0.050577;1.67E-06;0;0
6335;0.000911657;0.22325;0.049502;2.68E-06;0;0
6336;;;;;;
6337;0.000533639;0.18613;0.047316;1.56E-06;0;0
6338;0.000488169;0.18765;0.046496;1.43E-06;0;0
6339;0.00028857;0.21776;0.048942;8.40E-07;0;0
6340;0.000251994;0.17839;0.04495;7.23E-07;0;0
6341;6.12E-05;0.15831;0.027084;1.63E-07;0;0
6342;;;;;;
6343;0.000759161;0.33144;0.089416;2.20E-06;0;0
6344;0.00089999;0.3211;0.075325;2.58E-06;0;0
6345;0.001022532;0.33193;0.073012;2.96E-06;0;0
6346;0.000873301;0.28814;0.073282;2.58E-06;0;0
6347;;;;;;
6348;0.000263471;0.15995;0.039784;7.69E-07;0;0
6349;0.000312559;0.18742;0.040748;9.30E-07;0;0
6350;0.000333176;0.16999;0.043994;9.74E-07;0;0
6351;0.000277557;0.18447;0.047875;8.24E-07;0;0
6352;;;;;;
6353;0.002396757;0.49231;0.130797;7.01E-06;0;0
6354;0.002570102;0.48477;0.108621;7.68E-06;0;0
6355;0.00236013;0.40842;0.093517;6.87E-06;0;0
6356;0.0020574;0.51757;0.105939;6.07E-06;0;0
6357;;;;;;
6358;0.002331833;0.48872;0.119136;6.82E-06;0;0
6359;0.00265638;0.53766;0.099109;7.73E-06;0;0
6360;0.002233072;0.46611;0.108552;6.52E-06;0;0
6361;0.001625192;0.40758;0.113235;4.79E-06;0;0
6362;;;;;;
6363;0.000167138;0.13854;0.030895;4.94E-07;1;0
6364;0.000213889;0.14866;0.027714;6.30E-07;0;0
6365;0.000176417;0.13627;0.033502;5.31E-07;0;0
6366;9.75E-05;0.10583;0.02497;2.89E-07;0;0
6367;;;;;;
6368;1.56E-05;0.0352;0.010233;4.47E-08;0;0
6369;1.24E-05;0.03572;0.009513;3.59E-08;1;0
6370;1.52E-05;0.04271;0.008948;4.46E-08;0;1
6371;1.33E-05;0.03979;0.010621;3.83E-08;1;1
6372;1.44E-05;0.04065;0.012363;4.21E-08;1;1
6373;1.36E-05;0.03818;0.007209;4.00E-08;0;1
6374;1.26E-05;0.03452;0.008474;3.69E-08;0;0
6375;;;;;;
6376;6.62E-06;0.02008;0.00649;1.79E-08;0;0
6377;1.79E-05;0.04529;0.011209;5.15E-08;0;1
6378;1.68E-05;0.04285;0.011898;4.90E-08;0;1
6379;1.84E-05;0.04004;0.010462;5.44E-08;0;1
6380;1.76E-05;0.04844;0.010351;5.17E-08;0;1
6381;1.80E-05;0.03946;0.008204;5.28E-08;0;1
6382;2.14E-05;0.04655;0.009696;6.28E-08;0;1
6383;;;;;;
6384;1.44E-05;0.03704;0.008352;4.19E-08;0;1
6385;1.54E-05;0.0412;0.009763;4.55E-08;1;1
6386;1.40E-05;0.03905;0.008404;4.17E-08;1;1
6387;1.38E-05;0.03999;0.011228;4.06E-08;1;1
6388;1.07E-05;0.03997;0.011081;3.16E-08;1;1
6389;1.20E-05;0.03455;0.008484;3.49E-08;1;1
6390;6.43E-06;0.01886;0.004604;1.82E-08;0;0
6391;;;;;;
6392;1.69E-05;0.03805;0.009082;5.05E-08;0;0
6393;1.20E-05;0.03559;0.009135;3.47E-08;0;1
6394;1.45E-05;0.03697;0.009202;4.28E-08;1;1
6395;1.12E-05;0.03298;0.00723;3.25E-08;0;1
6396;1.64E-05;0.03953;0.008135;4.74E-08;0;1
6397;1.36E-05;0.04077;0.009403;4.05E-08;0;1
6398;1.54E-05;0.04143;0.007446;4.61E-08;0;1
6399;;;;;;
6400;1.62E-05;0.04098;0.011122;4.83E-08;0;1
6401;1.41E-05;0.03786;0.00983;4.21E-08;0;1
6402;1.36E-05;0.03982;0.009334;3.95E-08;1;1
6403;1.50E-05;0.03937;0.009281;4.46E-08;1;1
6404;1.26E-05;0.03937;0.009611;3.74E-08;0;1
6405;1.76E-05;0.04203;0.010314;5.34E-08;0;1
6406;;;;;;
6407;6.77E-06;0.02571;0.006098;1.95E-08;0;1
6408;1.38E-05;0.03843;0.009161;4.08E-08;0;1
6409;1.67E-05;0.03827;0.008666;4.91E-08;0;1
6410;1.52E-05;0.04276;0.01131;4.57E-08;0;1
6411;1.47E-05;0.035;0.007427;4.29E-08;0;1
6412;1.47E-05;0.04079;0.009285;4.33E-08;0;1
6413;1.91E-05;0.03883;0.00796;5.57E-08;0;1
6414;;;;;;
6415;2.87E-06;0.01968;0.005635;7.85E-09;0;0
6416;3.92E-06;0.01946;0.003833;1.13E-08;0;0
6417;6.20E-06;0.02064;0.003925;1.82E-08;0;0
6418;4.79E-06;0.01853;0.004271;1.40E-08;0;0
6419;5.84E-06;0.02182;0.005554;1.70E-08;0;0
6420;4.09E-06;0.01889;0.005878;1.22E-08;0;0
6421;3.75E-06;0.0234;0.00469;1.09E-08;0;0
6422;4.15E-06;0.01894;0.006541;1.23E-08;0;0
6423;3.86E-06;0.02141;0.006179;1.16E-08;0;0
6424;9.54E-06;0.02046;0.004126;2.87E-08;0;0
6425;;;;;;
6426;0.004898161;0.65732;0.178243;1.45E-05;1;0
6427;0.00500852;0.67409;0.207508;1.51E-05;1;0
6428;0.004101285;0.68348;0.181834;1.16E-05;1;0
6429;0.004955313;0.63632;0.160099;1.44E-05;1;0
6430;0.004579978;0.67676;0.172593;1.34E-05;1;0
6431;0.005361474;0.69308;0.154456;1.60E-05;1;1
6432;0.004346693;0.71161;0.17113;1.29E-05;1;0
6433;0.00404951;0.66201;0.167682;1.21E-05;1;0
6434;0.005770348;0.82751;0.171796;1.70E-05;1;0
6435;0.007662139;0.60252;0.178563;2.42E-05;0;0
6436;;;;;;
6437;0.002260728;0.4876;0.118738;6.68E-06;1;0
6438;0.001848179;0.49052;0.109466;5.33E-06;1;0
6439;0.002044504;0.43217;0.096286;5.84E-06;1;0
6440;0.002253098;0.39581;0.103878;6.71E-06;1;0
6441;0.002577552;0.4746;0.117716;7.49E-06;1;0
6442;0.002304472;0.39932;0.120495;6.68E-06;1;0
6443;0.002162603;0.38957;0.105904;6.11E-06;1;0
6444;0.00246883;0.46359;0.108292;7.20E-06;1;0
6445;0.002654202;0.44742;0.113232;7.50E-06;1;0
6446;0.003876762;0.52514;0.137202;1.12E-05;1;0
6447;;;;;;
6448;0.001064843;0.31125;0.074444;3.09E-06;1;1
6449;0.001278041;0.36446;0.092261;3.79E-06;1;1
6450;0.001055463;0.2912;0.064669;3.12E-06;1;0
6451;0.001625972;0.30358;0.06088;4.80E-06;1;1
6452;0.002726569;0.38445;0.080174;8.17E-06;1;0
6453;0.001910428;0.35858;0.069668;5.55E-06;1;0
6454;0.000849462;0.22498;0.054824;2.49E-06;1;1
6455;0.001056321;0.32866;0.073839;3.14E-06;1;1
6456;0.001584175;0.3322;0.058835;4.72E-06;0;0
6457;0.001285925;0.284;0.055403;3.90E-06;1;0
6458;;;;;;
6459;0.002622187;0.45486;0.126341;7.76E-06;1;0
6460;0.002336993;0.5136;0.086075;6.84E-06;1;0
6461;0.002268656;0.47772;0.109945;6.70E-06;1;0
6462;0.002712254;0.50368;0.101483;8.09E-06;0;0
6463;0.002509898;0.52954;0.088268;7.45E-06;1;0
6464;0.002184582;0.47512;0.097088;6.25E-06;1;0
6465;0.002242011;0.55199;0.123335;6.78E-06;1;0
6466;0.002209178;0.50886;0.114589;6.54E-06;1;0
6467;0.002603986;0.49969;0.114182;7.71E-06;1;0
6468;0.00502783;0.51542;0.117891;1.52E-05;0;0
6469;;;;;;
6470;0.000455146;0.2051;0.040848;1.34E-06;0;0
6471;0.000430135;0.18675;0.036626;1.23E-06;1;0
